"Sample Plan (Id) / Plan d'échantillonage (Id)","Sampling Plan - Description / Plan d'échantillonage - Description","Date Sampled (YYYY/MM/DD) / Date d'échantillonage (AAAA/MM/JJ)","System ID / ID Système","Product Description / Description du Produit","Organic? / Biologique?","Country of Origin / Pays d'Origine","Function / Fonction","Analysis Type - Description / Type d'Analyse - Description","Method Number / No de Méthode","Value Text / Valeur textuelle","Unit / Unité","Analysis Assessment / Évaluation de l'Analyse"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01547","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01547","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01547","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01547","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01548","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01548","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01548","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-06","B2014VMAX01548","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01549","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01549","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01549","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01549","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01550","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01550","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01550","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01550","Unspecified / Non spécifié","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01551","Field / De Champs","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01551","Field / De Champs","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01551","Field / De Champs","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01551","Field / De Champs","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01552","Mini","No / Non","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01552","Mini","No / Non","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01552","Mini","No / Non","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01552","Mini","No / Non","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01553","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01553","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01553","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3006","Domestic Cucumbers / Concombres Nationales","2014-10-14","B2014VMAX01553","Unspecified / Non spécifié","Yes / Oui","CANADA","DOMESTIC / Nationale","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02379","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02379","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02379","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02379","Unspecified / Non spécifié","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02380","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02380","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02380","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02380","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02381","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02381","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02381","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-03","B2014VMAX02381","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014VMAX02382","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014VMAX02382","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014VMAX02382","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-04","B2014VMAX02382","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02383","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02383","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02383","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02383","Unspecified / Non spécifié","No / Non","SPAIN / Espagne","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02384","Mini","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02384","Mini","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-29","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02384","Mini","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-80","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-11-10","B2014VMAX02384","Mini","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03430","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03430","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03430","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03430","Unspecified / Non spécifié","No / Non","UNITED STATES / ÉTATS-UNIS","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03431","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03431","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03431","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03431","Mini","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03432","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03432","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Salmonella","MFLP-38","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03432","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","E. coli O 157","MFLP-30","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03432","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Escherichia coli ","MFHPB-27","<100","CFU/g // UFC/g","Satisfactory / Satisfaisante"
"2014_SB3005","Imported Cucumbers / Concombres Importés","2014-12-01","B2014VMAX03433","English / Anglais","No / Non","MEXICO / Mexique","IMPORT / Importation","Shigella","MFLP-25","Not Detected / 25 grams///Non détecté / 25 grammes","N/A // SO","Satisfactory / Satisfaisante"
